record_id,date,asset_id,equipment_type,location,reported_by,complaint,root_cause,fix_steps,parts_used,cost_inr,downtime_hours,urgency,safety_critical,prior_failures_on_asset,prior_same_cause_on_asset,technician_notes,status,source
MR-0220,2026-03-31,LT-001,Lighting,"Block D, 1st floor",faculty member,"Tube lights flickering in the corridor, also lights buzzing and flickering. Happening since two days ago. Location: Block D, 1st floor.",Failed LED driver or ballast,Test the driver output | Replace the driver or ballast | Confirm stable lighting,"LED driver, ballast",1300,1.5,Low,False,6,2,Found failed LED driver or ballast. Test the driver output. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0222,2026-04-07,LIFT-005,Elevator,Admin Building lift,lab assistant,Admin Building lift: Lift jerks when stopping. Please check.,Leveling sensor drift and brake wear,Recalibrate the leveling sensor | Inspect brake pads and brake gap | Adjust or replace worn brake pads | Run test trips on all floors,brake pads,6200,2.0,High,True,8,2,Found leveling sensor drift and brake wear. Recalibrate the leveling sensor. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0223,2026-04-11,EP-006,Electrical panel,"Library, 3rd floor",faculty member,"Library, 3rd floor: Lights go off when the AC starts. Please check.",Overloaded circuit causing MCB trips,Measure the load on each phase | Redistribute the load across circuits | Replace the weak MCB if needed | Monitor for 24 hours,MCB,2050,2.5,High,True,4,0,Found overloaded circuit causing MCB trips. Measure the load on each phase. Verified operation with the user before closing the ticket.,resolved,seed
MR-0224,2026-04-12,UPS-002,UPS,"Hostel 2, 1st floor",security guard,"UPS backup lasts only a few minutes. Happening since last week. Location: Hostel 2, 1st floor.",Degraded battery bank,Run a battery discharge test | Replace the battery bank | Recalibrate battery runtime | Test backup on full load,UPS battery set,22900,2.5,Medium,False,1,0,Found degraded battery bank. Run a battery discharge test. Verified operation with the user before closing the ticket.,resolved,seed
MR-0225,2026-04-15,CCTV-004,CCTV system,Hostel 1 corridor,admin staff,Cannot see old footage in Hostel 1 corridor.,Recorder hard disk failure,Check the disk status on the NVR | Replace the failed hard disk | Format and confirm recording,surveillance hard disk,5900,1.5,Medium,False,7,2,Found recorder hard disk failure. Check the disk status on the NVR. Recurring issue - 2 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0226,2026-04-21,FA-003,Fire alarm system,"Block B, 1st floor",hostel warden,"Block B, 1st floor: Fire alarm went off with no smoke. Please check.",Dirty smoke detector causing false alarms,Identify the zone on the panel | Clean or replace the smoke detector | Reset the zone and test it,smoke detector,2650,1.0,High,True,2,2,Found dirty smoke detector causing false alarms. Identify the zone on the panel. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0227,2026-04-22,AC-014,Air conditioner,"Sports Complex, Ground floor",lab assistant,"Complaint from student: Clicking noise from the outdoor unit and no cooling, also AC outdoor unit humming but the fan is not spinning (Sports Complex, Ground floor).",Failed compressor run capacitor,Isolate power and discharge the capacitor | Test capacitor value with a multimeter | Replace the run capacitor | Check compressor amperage after restart,run capacitor,950,1.5,High,False,6,2,Found failed compressor run capacitor. Isolate power and discharge the capacitor. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0229,2026-04-26,DG-003,Diesel generator,Admin Building basement,housekeeping supervisor,"Urgent - No supply to the block even though the DG is running, also changeover switch not working at Admin Building basement.",Faulty ATS changeover contactor,Check the ATS control supply and logic | Inspect contactor contacts for burning | Replace the ATS contactor | Test changeover in both directions,ATS contactor,6250,2.0,Critical,True,10,2,Found faulty ATS changeover contactor. Check the ATS control supply and logic. Recurring issue - 2 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0230,2026-04-30,LT-004,Lighting,"Block B, 1st floor",housekeeping supervisor,"Outdoor lights on at odd times. Happening since the past few hours. Location: Block B, 1st floor.",Faulty timer or photocell controller,Check timer settings and supply | Replace the photocell or timer | Test for two cycles,"photocell, timer relay",2000,1.0,Low,False,0,0,Found faulty timer or photocell controller. Check timer settings and supply. Verified operation with the user before closing the ticket.,resolved,seed
MR-0231,2026-05-02,LIFT-001,Elevator,Block A lift 1,lab assistant,Lift stuck with the door open in Block A lift 1.,Dirty door track and misaligned door sensor,Clean the door sill and track | Realign the door sensor | Lubricate door rollers | Test door cycle 10 times,door sensor,3700,2.5,Medium,False,6,1,Found dirty door track and misaligned door sensor. Clean the door sill and track. Recurring issue - 1 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0232,2026-05-05,AC-005,Air conditioner,"Hostel 3, Ground floor",faculty member,"Hostel 3, Ground floor: Water leaking from the indoor AC unit, also water stains on the wall below the AC. Please check.",Blocked condensate drain line,Flush the drain line with air or water | Clear the blockage and clean the drain tray | Re-level the indoor unit | Run the unit and confirm no leakage,drain pipe,1000,1.0,Low,False,2,1,Found blocked condensate drain line. Flush the drain line with air or water. Recurring issue - 1 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0233,2026-05-07,PUMP-003,Water pump,Hostel 3 pump room,housekeeping supervisor,Pump making noise but no water.,Loss of prime and leaking foot valve,Stop the pump and re-prime it | Inspect and replace the foot valve | Check the suction pipe for air leaks | Run the pump and confirm tank filling,foot valve,1550,1.0,Medium,False,1,0,Found loss of prime and leaking foot valve. Stop the pump and re-prime it. Tested after repair; operating normally.,resolved,seed
MR-0234,2026-05-12,RO-004,Water purifier,"Hostel 2, 2nd floor",housekeeping supervisor,"Hostel 2, 2nd floor: Purifier taking too long to fill. Please check.",Clogged sediment filter and fouled RO membrane,Replace the sediment and carbon filters | Flush or replace the RO membrane | Test TDS after service,sediment filter,2100,1.5,Low,False,2,1,Found clogged sediment filter and fouled RO membrane. Replace the sediment and carbon filters. Recurring issue - 1 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0235,2026-05-13,PUMP-002,Water pump,Hostel 1 pump room,student,Pump making noise but no water. Happening since last night. Location: Hostel 1 pump room.,Loss of prime and leaking foot valve,Stop the pump and re-prime it | Inspect and replace the foot valve | Check the suction pipe for air leaks | Run the pump and confirm tank filling,foot valve,2450,1.5,Medium,False,4,3,Found loss of prime and leaking foot valve. Stop the pump and re-prime it. Recurring issue - 3 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0236,2026-05-13,AC-013,Air conditioner,"Hostel 2, 2nd floor",hostel warden,"Bad smell coming from the AC. Happening since last night. Location: Hostel 2, 2nd floor.",Clogged air filter and dirty evaporator coil,Switch off and isolate the unit | Remove and wash or replace the air filter | Clean the evaporator coil with coil cleaner | Check airflow and run a cooling test,air filter,650,1.5,Low,False,1,0,Found clogged air filter and dirty evaporator coil. Switch off and isolate the unit. Verified operation with the user before closing the ticket.,resolved,seed
MR-0237,2026-05-14,FA-004,Fire alarm system,"Block C, 3rd floor",admin staff,"Fire panel not holding charge, also fire panel showing a battery fault. Happening since the past few hours. Location: Block C, 3rd floor.",Panel backup battery fault,Test the backup battery | Replace the battery | Verify the panel on mains and battery,12V sealed battery,3450,1.5,High,True,2,0,Found panel backup battery fault. Test the backup battery. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0238,2026-05-16,PUMP-002,Water pump,Hostel 1 pump room,admin staff,"Water dripping near the pump shaft near Hostel 1 pump room, started last week.",Worn mechanical seal and loose pipe joints,Replace the mechanical seal | Tighten and reseal pipe joints | Check the pressure gauge,mechanical seal,1600,1.0,Low,False,5,1,Found worn mechanical seal and loose pipe joints. Replace the mechanical seal. Recurring issue - 1 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0239,2026-05-26,LT-006,Lighting,"Sports Complex, 3rd floor",hostel warden,"Corridor lights not switching on at night, also street lights staying on during the day in Sports Complex, 3rd floor.",Faulty timer or photocell controller,Check timer settings and supply | Replace the photocell or timer | Test for two cycles,"photocell, timer relay",1200,1.5,Low,False,3,0,Found faulty timer or photocell controller. Check timer settings and supply. Tested after repair; operating normally.,resolved,seed
MR-0241,2026-06-05,LIFT-004,Elevator,Hostel 2 lift,student,"Urgent - Lift power keeps tripping, also lift not responding to floor buttons at Hostel 2 lift.",Controller board fault or overload trip,Check the MCB and main supply | Inspect controller board and relays | Reset or replace the controller board | Full safety-circuit test before release,"controller board, relay",10900,4.0,Critical,True,2,0,Found controller board fault or overload trip. Check the MCB and main supply. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0242,2026-06-06,EP-003,Electrical panel,"Sports Complex, 2nd floor",hostel warden,"Burning smell from the distribution board near Sports Complex, 2nd floor, started yesterday.",Loose terminal connection causing overheating,"Isolate the supply immediately | Tighten all terminal connections | Replace burnt MCB, wire or socket | Thermal-scan the board after repair","MCB, socket",3250,1.5,Critical,True,5,1,Found loose terminal connection causing overheating. Isolate the supply immediately. Recurring issue - 1 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0243,2026-06-12,DG-003,Diesel generator,Admin Building basement,security guard,High temperature alarm on the DG panel. Reported by faculty member.,Coolant loss and radiator blockage causing overheating,Let the engine cool down and inspect for leaks | Refill coolant and replace the leaking hose or thermostat | Clean the radiator fins | Run a temperature test on load,thermostat,5700,3.5,High,False,11,4,Found coolant loss and radiator blockage causing overheating. Let the engine cool down and inspect for leaks. Recurring issue - 4 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0244,2026-06-13,RO-005,Water purifier,"Cafeteria, Ground floor",housekeeping supervisor,"Cafeteria, Ground floor: RO water tastes bad. Please check.",Clogged sediment filter and fouled RO membrane,Replace the sediment and carbon filters | Flush or replace the RO membrane | Test TDS after service,sediment filter,3650,1.0,Low,False,2,2,Found clogged sediment filter and fouled RO membrane. Replace the sediment and carbon filters. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0245,2026-06-14,LT-005,Lighting,"Hostel 3, 1st floor",faculty member,"Corridor lights not switching on at night. Happening since two days ago. Location: Hostel 3, 1st floor.",Faulty timer or photocell controller,Check timer settings and supply | Replace the photocell or timer | Test for two cycles,timer relay,2500,2.0,Low,False,2,1,Found faulty timer or photocell controller. Check timer settings and supply. Recurring issue - 1 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0246,2026-06-25,PUMP-004,Water pump,Main sump,faculty member,"Burning smell from the pump motor near Main sump, started last night.",Burnt motor winding or failed starting capacitor,Isolate power and test winding resistance | Replace the starting capacitor or rewind the motor | Check insulation resistance | Test run and check current draw,capacitor,6600,3.5,High,False,7,2,Found burnt motor winding or failed starting capacitor. Isolate power and test winding resistance. Recurring issue - 2 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0248,2026-07-03,EP-005,Electrical panel,"Block B, 3rd floor",student,"Urgent - Burning smell from the distribution board, also flickering power with a crackling sound at Block B, 3rd floor.",Loose terminal connection causing overheating,"Isolate the supply immediately | Tighten all terminal connections | Replace burnt MCB, wire or socket | Thermal-scan the board after repair",MCB,3600,2.5,Critical,True,4,0,Found loose terminal connection causing overheating. Isolate the supply immediately. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0249,2026-07-09,EP-003,Electrical panel,"Sports Complex, 2nd floor",housekeeping supervisor,"Sports Complex, 2nd floor: Earth leakage breaker keeps tripping, also mild shock felt on a metal equipment body. Please check.",Earth leakage causing RCCB trips,Perform an insulation resistance test | Locate and fix the leakage or earthing fault | Replace the RCCB if defective | Verify earth resistance,earthing wire,3150,2.0,Critical,True,6,2,Found earth leakage causing RCCB trips. Perform an insulation resistance test. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0250,2026-07-09,LT-005,Lighting,"Hostel 3, 1st floor",faculty member,"LED panel not turning on, also tube lights flickering in the corridor, started this morning.",Failed LED driver or ballast,Test the driver output | Replace the driver or ballast | Confirm stable lighting,"ballast, LED driver",750,0.5,Low,False,3,1,Found failed LED driver or ballast. Test the driver output. Recurring issue - 1 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0251,2026-07-12,FA-002,Fire alarm system,"Block B, 3rd floor",student,"Urgent - Fire panel not holding charge, also fire panel showing a battery fault at Block B, 3rd floor.",Panel backup battery fault,Test the backup battery | Replace the battery | Verify the panel on mains and battery,12V sealed battery,4750,1.0,High,True,2,2,Found panel backup battery fault. Test the backup battery. Recurring issue - 2 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0252,2026-07-12,DG-003,Diesel generator,Admin Building basement,student,"Admin Building basement: Changeover switch not working, also no supply to the block even though the DG is running. Please check.",Faulty ATS changeover contactor,Check the ATS control supply and logic | Inspect contactor contacts for burning | Replace the ATS contactor | Test changeover in both directions,ATS contactor,9700,4.5,Critical,True,12,3,Found faulty ATS changeover contactor. Check the ATS control supply and logic. Recurring issue - 3 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0254,2026-07-16,AC-012,Air conditioner,"Block D, 3rd floor",lab assistant,"AC blowing air but the room stays warm, also weak airflow from the AC vents.",Clogged air filter and dirty evaporator coil,Switch off and isolate the unit | Remove and wash or replace the air filter | Clean the evaporator coil with coil cleaner | Check airflow and run a cooling test,air filter,650,2.0,Low,False,1,0,Found clogged air filter and dirty evaporator coil. Switch off and isolate the unit. Tested after repair; operating normally.,resolved,seed
MR-0255,2026-07-17,PL-007,Plumbing,"Auditorium, 1st floor",faculty member,"Water not draining from the floor trap, also washroom drain overflowing near Auditorium, 1st floor, started the past few hours.",Blocked drain line,Rod or jet the drain line | Clear the blockage and clean the trap | Flush with clean water,drain cleaner,1800,1.5,Medium,False,5,2,Found blocked drain line. Rod or jet the drain line. Recurring issue - 2 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0256,2026-07-21,PL-004,Plumbing,"Hostel 3, 2nd floor",admin staff,"Hostel 3, 2nd floor: Wet patch on the wall near the washroom. Please check.",Leaking pipe joint or fitting,Close the local water supply | Locate the leak and replace the fitting | Repair the damaged plaster and waterproofing | Pressure test the line,sealant,3300,3.5,Medium,False,4,2,Found leaking pipe joint or fitting. Close the local water supply. Recurring issue - 2 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0257,2026-07-30,CCTV-006,CCTV system,Sports Complex,security guard,Sports Complex: Camera feed keeps disconnecting. Please check.,Camera cable or PoE switch port failure,Check the camera power and cable | Test the PoE switch port | Replace the cable or move to a spare port,"PoE injector, network cable",900,1.5,Medium,False,0,0,Found camera cable or PoE switch port failure. Check the camera power and cable. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0258,2026-07-30,PRJ-005,Projector,"Block D, 3rd floor",admin staff,"Projector display flickering. Happening since two days ago. Location: Block D, 3rd floor.",Faulty HDMI cable or input port,Swap the HDMI cable | Test other input ports | Replace the cable or port board,HDMI cable,850,1.5,Low,False,0,0,Found faulty HDMI cable or input port. Swap the HDMI cable. Verified operation with the user before closing the ticket.,resolved,seed
MR-0259,2026-08-01,DG-001,Diesel generator,Main power house,student,"Generator starts then shuts down after a minute, also DG set losing power and surging.",Clogged fuel filter and air lock in fuel line,Replace the fuel filter | Bleed air from the fuel line | Drain water from the fuel separator and check fuel quality | Run the set on load for 30 minutes,fuel filter,3250,3.0,High,False,5,0,Found clogged fuel filter and air lock in fuel line. Replace the fuel filter. Closed after a successful test run.,resolved,seed
MR-0260,2026-08-01,AC-014,Air conditioner,"Sports Complex, Ground floor",housekeeping supervisor,"AC compressor not starting in Sports Complex, Ground floor.",Failed compressor run capacitor,Isolate power and discharge the capacitor | Test capacitor value with a multimeter | Replace the run capacitor | Check compressor amperage after restart,run capacitor,1900,1.0,High,False,7,3,Found failed compressor run capacitor. Isolate power and discharge the capacitor. Recurring issue - 3 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0261,2026-08-01,AC-014,Air conditioner,"Sports Complex, Ground floor",hostel warden,"Bad smell coming from the AC near Sports Complex, Ground floor, started two days ago.",Clogged air filter and dirty evaporator coil,Switch off and isolate the unit | Remove and wash or replace the air filter | Clean the evaporator coil with coil cleaner | Check airflow and run a cooling test,coil cleaner,800,1.0,Low,False,8,2,Found clogged air filter and dirty evaporator coil. Switch off and isolate the unit. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0262,2026-08-04,RO-005,Water purifier,"Cafeteria, Ground floor",housekeeping supervisor,"Cafeteria, Ground floor: Purifier taking too long to fill. Please check.",Clogged sediment filter and fouled RO membrane,Replace the sediment and carbon filters | Flush or replace the RO membrane | Test TDS after service,"sediment filter, RO membrane",2800,1.5,Low,False,3,3,Found clogged sediment filter and fouled RO membrane. Replace the sediment and carbon filters. Recurring issue - 3 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0263,2026-08-05,PRJ-005,Projector,"Block D, 3rd floor",admin staff,"Block D, 3rd floor: Projector display flickering. Please check.",Faulty HDMI cable or input port,Swap the HDMI cable | Test other input ports | Replace the cable or port board,HDMI cable,750,0.5,Low,False,1,1,Found faulty HDMI cable or input port. Swap the HDMI cable. Recurring issue - 1 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0264,2026-08-13,PL-006,Plumbing,"Block B, 2nd floor",student,Flush tank not filling.,Worn tap washer or faulty flush valve,Replace the tap washer or cartridge | Replace the flush valve or float | Check for leaks,flush valve,250,1.0,Low,False,0,0,Found worn tap washer or faulty flush valve. Replace the tap washer or cartridge. Verified operation with the user before closing the ticket.,resolved,seed
MR-0265,2026-08-13,AC-010,Air conditioner,"Hostel 1, 1st floor",housekeeping supervisor,"Ice forming on the AC copper pipe near Hostel 1, 1st floor, started last night.",Low refrigerant due to gas leak,Perform a pressure and leak test | Seal or weld the leaking joint | Vacuum the line and recharge refrigerant | Verify cooling and gas pressure,copper joint,4200,4.0,Medium,False,5,2,Found low refrigerant due to gas leak. Perform a pressure and leak test. Recurring issue - 2 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0266,2026-08-13,PUMP-001,Water pump,Block A pump room,lab assistant,Burning smell from the pump motor.,Burnt motor winding or failed starting capacitor,Isolate power and test winding resistance | Replace the starting capacitor or rewind the motor | Check insulation resistance | Test run and check current draw,motor winding,2750,2.5,High,False,1,0,Found burnt motor winding or failed starting capacitor. Isolate power and test winding resistance. Closed after a successful test run.,resolved,seed
MR-0267,2026-08-16,PRJ-003,Projector,"Block B, 1st floor",hostel warden,"Block B, 1st floor: No signal on the projector from the laptop, also projector display flickering. Please check.",Faulty HDMI cable or input port,Swap the HDMI cable | Test other input ports | Replace the cable or port board,HDMI cable,1150,1.0,Low,False,1,1,Found faulty HDMI cable or input port. Swap the HDMI cable. Recurring issue - 1 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0268,2026-08-16,AC-002,Air conditioner,"Block A, 2nd floor",security guard,"AC trips and does not start, also clicking noise from the outdoor unit and no cooling in Block A, 2nd floor.",Failed compressor run capacitor,Isolate power and discharge the capacitor | Test capacitor value with a multimeter | Replace the run capacitor | Check compressor amperage after restart,run capacitor,1050,1.5,High,False,6,3,Found failed compressor run capacitor. Isolate power and discharge the capacitor. Recurring issue - 3 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0269,2026-08-17,DG-003,Diesel generator,Admin Building basement,faculty member,"DG set losing power and surging, also generator hunting and running unevenly. Reported by security guard.",Clogged fuel filter and air lock in fuel line,Replace the fuel filter | Bleed air from the fuel line | Drain water from the fuel separator and check fuel quality | Run the set on load for 30 minutes,fuel filter,3850,2.0,High,False,13,1,Found clogged fuel filter and air lock in fuel line. Replace the fuel filter. Recurring issue - 1 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0270,2026-08-20,LIFT-002,Elevator,Block B lift 1,housekeeping supervisor,"Elevator stuck between floors near Block B lift 1, started last week.",Controller board fault or overload trip,Check the MCB and main supply | Inspect controller board and relays | Reset or replace the controller board | Full safety-circuit test before release,relay,8350,6.5,Critical,True,1,0,Found controller board fault or overload trip. Check the MCB and main supply. Closed after a successful test run.,resolved,seed
MR-0271,2026-08-24,PUMP-004,Water pump,Main sump,student,Pump motor humming but not starting in Main sump.,Burnt motor winding or failed starting capacitor,Isolate power and test winding resistance | Replace the starting capacitor or rewind the motor | Check insulation resistance | Test run and check current draw,motor winding,7700,4.5,High,False,8,3,Found burnt motor winding or failed starting capacitor. Isolate power and test winding resistance. Recurring issue - 3 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0273,2026-08-25,CCTV-005,CCTV system,Cafeteria,housekeeping supervisor,NVR beeping continuously in Cafeteria.,Recorder hard disk failure,Check the disk status on the NVR | Replace the failed hard disk | Format and confirm recording,surveillance hard disk,8650,1.5,Medium,False,1,1,Found recorder hard disk failure. Check the disk status on the NVR. Recurring issue - 1 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0274,2026-08-26,RO-003,Water purifier,"Hostel 1, Ground floor",lab assistant,"Complaint from housekeeping supervisor: Purifier taking too long to fill (Hostel 1, Ground floor).",Clogged sediment filter and fouled RO membrane,Replace the sediment and carbon filters | Flush or replace the RO membrane | Test TDS after service,RO membrane,2450,1.0,Low,False,0,0,Found clogged sediment filter and fouled RO membrane. Replace the sediment and carbon filters. Closed after a successful test run.,resolved,seed
MR-0275,2026-08-27,DG-002,Diesel generator,Hostel power room,lab assistant,Urgent - Generator stalls under load at Hostel power room.,Clogged fuel filter and air lock in fuel line,Replace the fuel filter | Bleed air from the fuel line | Drain water from the fuel separator and check fuel quality | Run the set on load for 30 minutes,fuel filter,2650,2.0,High,False,5,1,Found clogged fuel filter and air lock in fuel line. Replace the fuel filter. Recurring issue - 1 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0276,2026-08-30,PRJ-002,Projector,"Auditorium, 2nd floor",admin staff,"Projector display flickering near Auditorium, 2nd floor, started yesterday.",Faulty HDMI cable or input port,Swap the HDMI cable | Test other input ports | Replace the cable or port board,HDMI cable,1350,1.0,Low,False,3,1,Found faulty HDMI cable or input port. Swap the HDMI cable. Recurring issue - 1 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0277,2026-08-30,EP-005,Electrical panel,"Block B, 3rd floor",student,"Complaint from security guard: Lights go off when the AC starts, also MCB keeps tripping in the lab (Block B, 3rd floor).",Overloaded circuit causing MCB trips,Measure the load on each phase | Redistribute the load across circuits | Replace the weak MCB if needed | Monitor for 24 hours,MCB,1900,2.0,High,True,5,1,Found overloaded circuit causing MCB trips. Measure the load on each phase. Recurring issue - 1 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0278,2026-08-31,LIFT-005,Elevator,Admin Building lift,student,Lift display blank and not moving. Reported by admin staff.,Controller board fault or overload trip,Check the MCB and main supply | Inspect controller board and relays | Reset or replace the controller board | Full safety-circuit test before release,controller board,13950,6.5,Critical,True,9,3,Found controller board fault or overload trip. Check the MCB and main supply. Recurring issue - 3 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0279,2026-09-05,PUMP-002,Water pump,Hostel 1 pump room,faculty member,"Urgent - Burning smell from the pump motor, also pump trips the MCB when started at Hostel 1 pump room.",Burnt motor winding or failed starting capacitor,Isolate power and test winding resistance | Replace the starting capacitor or rewind the motor | Check insulation resistance | Test run and check current draw,capacitor,4400,4.5,High,False,6,0,Found burnt motor winding or failed starting capacitor. Isolate power and test winding resistance. Verified operation with the user before closing the ticket.,resolved,seed
